Price;Postcode;Latitude;Longitude
545000;BN1 7JF;50,844603;-0,133728
1285000;BN8 4GA;50,967677;-0,032336
310000;BN9 9DU;50,784375;0,0545
208000;BN27 2NF;50,859837;0,270682
275000;BN23 6DS;50,784284;0,31615
245000;BN23 7QB;50,801032;0,317461
425000;BN23 8HT;50,811881;0,2996
333000;BN3 1QA;50,830974;-0,1487
170000;BN17 7FL;50,821863;-0,556306
210000;BN10 7PD;50,792452;-0,005933
210000;BN16 2RJ;50,808136;-0,510232
365000;BN1 7EX;50,84794;-0,1276
555000;BN6 9XZ;50,939592;-0,175619
356000;BN1 7JL;50,844757;-0,133211
495000;BN3 3YX;50,83088;-0,177006
118500;BN11 2AG;50,820027;-0,356981
206000;BN14 9DN;50,830394;-0,369653
715000;BN1 9BN;50,869255;-0,102585
348000;BN21 1TQ;50,775747;0,264507
565000;BN1 5JG;50,854041;-0,164012
300000;BN1 6SG;50,846185;-0,15405
178000;BN21 2JJ;50,775289;0,276457
363000;BN44 3HU;50,885536;-0,306169
420000;BN3 4QG;50,830738;-0,205554
97000;BN23 8HZ;50,805534;0,305846
259750;BN22 8NX;50,780607;0,298321
815000;BN3 6EA;50,833075;-0,15417
350000;BN27 1HD;50,872468;0,262142
190000;BN7 2AH;50,87433;0,017417
75000;BN2 5UQ;50,80986;-0,096902
31500;BN3 5HD;50,836279;-0,187603
520000;BN3 7NB;50,842188;-0,181295
630000;BN2 1AW;50,818753;-0,125162
445000;BN6 8JS;50,926104;-0,149138
238000;BN24 6AT;50,813173;0,352104
258000;BN13 1ND;50,828193;-0,395075
525000;BN3 6TQ;50,846977;-0,162627
240000;BN27 1UX;50,878595;0,260178
500000;BN3 1JH;50,824593;-0,162072
440000;BN44 3FJ;50,887897;-0,315225
340000;BN13 1JW;50,824678;-0,406384
318500;BN7 1JZ;50,868391;-0,004925
515000;BN18 9PQ;50,844683;-0,535034
362500;BN13 3SP;50,830934;-0,42865
156000;BN3 7SE;50,843278;-0,201707
275000;BN10 7PJ;50,793073;-0,006148
272000;BN24 5EY;50,814628;0,292537
264500;BN13 2SP;50,828033;-0,41763
200000;BN2 5DF;50,821427;-0,112518
335000;BN17 7AZ;50,824513;-0,558998
382000;BN43 5ED;50,833908;-0,281098
320000;BN22 7FL;50,783426;0,309525
268000;BN2 8EZ;50,806248;-0,038501
252000;BN2 3FH;50,835304;-0,128717
245000;BN22 9ET;50,79942;0,281035
150000;BN5 9DQ;50,929959;-0,272224
290000;BN41 1LP;50,832208;-0,21639
392000;BN3 6GN;50,835137;-0,164569
319000;BN20 7QU;50,757471;0,268204
1150000;BN1 5LT;50,858513;-0,172191
200000;BN21 4PX;50,767576;0,283173
215000;BN43 5BJ;50,830764;-0,259501
287000;BN1 2FF;50,822582;-0,1496
435000;BN21 2XL;50,789908;0,258679
495000;BN2 0EL;50,825067;-0,120152
595000;BN14 9LB;50,830207;-0,375581
192000;BN22 0TJ;50,804853;0,272287
427000;BN6 8QB;50,924813;-0,139215
590000;BN21 2HY;50,777713;0,275312
180000;BN43 5JH;50,829986;-0,265239
335000;BN16 4HS;50,827605;-0,484977
275000;BN1 2LH;50,823716;-0,152693
1000000;BN3 6LH;50,840441;-0,163339
470000;BN1 3JF;50,829035;-0,148947
555000;BN10 8DW;50,80506;0,006015
410000;BN2 6LL;50,832489;-0,072365
405000;BN23 5TQ;50,790501;0,32463
385000;BN13 2PW;50,836786;-0,410559
325000;BN2 7HY;50,803209;-0,055205
385000;BN17 7GU;50,82394;-0,549029
270000;BN13 2PP;50,83829;-0,40612
215000;BN10 8EE;50,801796;-0,001405
572500;BN3 3EZ;50,833895;-0,165697
225000;BN27 3HY;50,859453;0,256155
625000;BN16 2AT;50,808502;-0,495956
200000;BN25 1BN;50,765614;0,108957
280000;BN23 8HB;50,807052;0,305949
335000;BN3 8LL;50,846982;-0,198084
300000;BN13 3JY;50,837446;-0,418078
467500;BN2 6DH;50,834503;-0,089822
335000;BN7 2EU;50,883718;0,009619
410000;BN13 3LR;50,840819;-0,420123
450000;BN21 4BX;50,762085;0,2857
335000;BN24 5FU;50,81882;0,301886
280000;BN15 0JJ;50,836447;-0,33405
295000;BN26 6PJ;50,827023;0,246738
272500;BN10 8FH;50,791973;0,01753
417000;BN2 9NR;50,828743;-0,131734
340000;BN2 3HU;50,834613;-0,128191
267000;BN2 6TL;50,830439;-0,05991
244000;BN9 9ET;50,788179;0,041727
620000;BN16 2AN;50,811733;-0,49686
195000;BN10 8TR;50,792721;0,021053
295000;BN25 1GA;50,775341;0,110189
720000;BN3 3JQ;50,829554;-0,167032
255000;BN13 3PG;50,833622;-0,419273
487500;BN25 1JN;50,768759;0,101128
250000;BN2 7DF;50,807064;-0,056621
625000;BN1 6RU;50,850249;-0,150892
537000;BN1 5PJ;50,836952;-0,150793
2827966;BN1 1ND;50,8211;-0,141395
330000;BN25 3PT;50,777391;0,115686
215000;BN2 5JD;50,817453;-0,107582
100000;BN22 8QL;50,785048;0,301645
1000000;BN2 5RE;50,815198;-0,099425
350000;BN44 3TD;50,868314;-0,297499
312500;BN11 1AS;50,812608;-0,373693
150000;BN5 9BW;50,935939;-0,274578
310000;BN15 9LR;50,831225;-0,330459
490000;BN2 6LJ;50,83098;-0,071888
2500000;BN2 5RJ;50,814627;-0,092549
300000;BN41 2YL;50,85394;-0,222523
375000;BN1 7EU;50,848366;-0,128876
115000;BN17 5HA;50,806295;-0,533169
625000;BN2 7GH;50,804234;-0,053034
215000;BN6 8HT;50,925692;-0,14416
405000;BN12 5RG;50,808857;-0,452342
369995;BN5 9FR;50,934106;-0,287883
300000;BN23 5AG;50,793181;0,33227
1320000;BN3 6NH;50,837772;-0,161711
450000;BN16 3QX;50,812381;-0,513078
166000;BN21 4JQ;50,764964;0,280111
930000;BN7 3HW;50,837859;0,01698
240000;BN41 2FW;50,845636;-0,208818
253000;BN12 6AL;50,821761;-0,42866
359995;BN13 3WQ;#N/A;#N/A
438000;BN2 8RH;50,806072;-0,025905
248000;BN23 6LR;50,789571;0,312566
290000;BN1 9GE;50,86147;-0,10887
380000;BN43 6HX;50,844694;-0,26127
1000;BN14 8LE;50,823529;-0,360407
467500;BN11 5QJ;50,811823;-0,40086
595000;BN43 6BA;50,840006;-0,269611
275000;BN16 3AZ;50,812672;-0,495794
240000;BN20 9RH;50,808728;0,23933
320000;BN25 3QN;50,778595;0,121145
280000;BN26 6NU;50,827121;0,241631
80000;BN15 0LH;50,837803;-0,335637
432500;BN43 6GF;50,838627;-0,255502
317000;BN25 3FE;50,784874;0,12062
268000;BN10 8TL;50,791252;0,019712
300000;BN7 2GH;50,872637;0,011758
250000;BN13 1BD;50,820258;-0,39884
280000;BN23 6DX;50,784737;0,31508
185000;BN44 3JG;50,883548;-0,298735
205000;BN14 8HR;50,826873;-0,369848
185000;BN23 7NU;50,803392;0,307742
395000;BN7 1RU;50,870851;0,010032
430000;BN1 8DA;50,860541;-0,129881
5600;BN22 0TX;50,804207;0,271972
256000;BN1 2PL;50,82318;-0,154035
255000;BN41 1LE;50,835652;-0,218105
254000;BN17 7GZ;50,825368;-0,540892
315000;BN14 7QE;50,825244;-0,389966
550000;BN21 2XY;50,792393;0,265482
2545000;BN2 5RH;50,81521;-0,091858
241000;BN25 4DW;50,769326;0,130809
405000;BN2 9US;50,828807;-0,127315
340000;BN1 8GA;50,857517;-0,130883
423000;BN2 5JA;50,818366;-0,106721
785000;BN3 6QN;50,849776;-0,170771
525000;BN1 4NW;50,83524;-0,137624
342000;BN22 8UL;50,782014;0,292658
290000;BN16 3PJ;50,813622;-0,517269
7000000;BN6 8SE;50,948097;-0,094381
420000;BN11 4SN;50,811605;-0,38629
140000;BN23 8HN;50,805944;0,305114
295000;BN23 6NA;50,786837;0,308061
460000;BN8 5BN;50,923801;0,020666
95000;BN26 6JF;50,819567;0,268799
270000;BN23 5BG;50,797709;0,336143
415000;BN23 5PE;50,798523;0,330052
2500000;BN16 4EN;50,834144;-0,477437
170000;BN22 8LG;50,775989;0,288945
275000;BN2 8LH;50,800607;-0,037276
645000;BN1 5JN;50,853883;-0,165411
277000;BN20 9QS;50,813344;0,245783
247000;BN12 5JX;50,814785;-0,451039
332500;BN13 2BL;50,831093;-0,402616
210000;BN43 6LW;50,83936;-0,251569
360000;BN17 5QX;50,81221;-0,578733
168000;BN13 1DR;50,823559;-0,403441
430000;BN14 0DX;50,848927;-0,394108
375000;BN13 3AJ;50,845529;-0,404069
365000;BN44 3LL;50,885108;-0,335019
200000;BN17 7JB;50,818858;-0,553971
377000;BN12 5DG;50,816567;-0,443045
268000;BN24 5EB;50,816348;0,294268
189818;BN3 1PB;50,828694;-0,156969
290000;BN14 7EY;50,819024;-0,390847
160000;BN12 6BX;50,818045;-0,411891
369500;BN11 3DW;50,810492;-0,365818
289500;BN12 6NB;50,821051;-0,432688
694000;BN25 4PT;50,773328;0,114552
425000;BN27 1DR;50,865484;0,258194
407500;BN10 8AT;50,802887;0,005284
295000;BN12 6AT;50,822084;-0,431972
412500;BN12 6QA;50,818117;-0,452732
230000;BN9 9NL;50,792571;0,042061
218000;BN1 2LL;50,823095;-0,153598
410000;BN3 2WL;50,824663;-0,175146
435000;BN14 7RU;50,825129;-0,380996
355000;BN21 4RU;50,767706;0,281137
352000;BN42 4TQ;50,839792;-0,235474
345000;BN23 5UL;50,79201;0,323797
392000;BN18 0AW;50,847068;-0,614706
185000;BN2 8FY;50,806902;-0,040489
216950;BN41 2QA;50,84576;-0,22755
520000;BN1 8WT;50,864574;-0,149302
550000;BN1 7HD;50,843624;-0,132091
480000;BN24 5FE;50,818806;0,298237
315000;BN13 2EB;50,831094;-0,398114
320000;BN10 8LE;50,790921;-0,003387
410000;BN1 8SA;50,867189;-0,133409
950000;BN6 8HB;50,923447;-0,143253
360000;BN23 6EU;50,785657;0,322177
315000;BN24 5QY;50,814018;0,287425
190843;BN1 4ES;50,827858;-0,13938
520000;BN3 7NQ;50,845145;-0,189802
225000;BN2 9NF;50,827146;-0,133147
485000;BN42 4LF;50,837391;-0,227768
233500;BN16 3QS;50,81572;-0,511865
445000;BN12 4XA;50,814032;-0,429019
329995;BN6 9ZH;50,943367;-0,174318
359995;BN13 3FP;50,83423;-0,427534
170000;BN20 7QY;50,756389;0,267883
350000;BN2 4BD;50,841461;-0,119508
160000;BN1 6HF;50,843147;-0,143389
262950;BN23 6ES;50,785192;0,322026
385000;BN2 6PF;50,837751;-0,068015
425000;BN1 3LB;50,826792;-0,143029
220000;BN27 3DW;50,872432;0,247727
520000;BN1 2FE;50,8224;-0,149664
253000;BN1 4JU;50,831509;-0,135217
577500;BN25 3NF;50,776965;0,116319
280000;BN41 2TD;50,84783;-0,224701
865000;BN6 8PE;50,926442;-0,146122
350000;BN1 6XU;50,842485;-0,152065
360000;BN3 3RL;50,833701;-0,17397
425000;BN11 2FN;50,815323;-0,366404
443000;BN42 4HL;50,839027;-0,238997
260000;BN17 6GE;50,822668;-0,532131
237500;BN17 6TA;50,817446;-0,523862
205000;BN13 3QW;50,827169;-0,428209
96796;BN17 7JQ;50,819336;-0,544686
132699;BN41 1PJ;50,833085;-0,218459
138650;BN42 4NS;50,834671;-0,223383
520000;BN15 0AE;50,832692;-0,334936
355000;BN11 5LP;50,814047;-0,397718
130000;BN21 4BJ;50,763373;0,286274
715000;BN5 9UY;50,929428;-0,277039
216000;BN41 1PU;50,83247;-0,220598
275000;BN16 1BT;50,816184;-0,470569
782500;BN2 1EP;50,817441;-0,118499
407500;BN3 8EE;50,851134;-0,20669
380000;BN41 2PH;50,842835;-0,225005
265000;BN27 1JX;50,87653;0,263263
283000;BN14 8NH;50,826449;-0,360873
307500;BN13 2DU;50,831243;-0,394545
1070000;BN3 2TR;50,826429;-0,17992
375000;BN41 1SG;50,837143;-0,217409
625000;BN16 2AA;50,811197;-0,494365
69530;BN3 4QA;50,830735;-0,204191
215000;BN41 2TA;50,845043;-0,223543
380000;BN1 3BF;50,826581;-0,152992
243500;BN23 7BT;50,800793;0,323566
246000;BN10 7PP;50,795801;-0,006855
560000;BN3 6FJ;50,834166;-0,160617
345000;BN20 7UH;50,755956;0,263792
113914;BN1 7GR;50,839833;-0,130141
311407;BN1 7GE;50,844037;-0,130158
285000;BN1 6YG;50,851778;-0,155122
265000;BN13 3ED;50,829559;-0,42194
255000;BN13 2QN;50,829146;-0,412807
245000;BN15 8SH;50,823067;-0,341725
97500;BN24 5GG;50,815212;0,30107
565000;BN18 0BQ;50,84229;-0,579296
190000;BN17 7JN;50,818702;-0,544365
320000;BN8 5NN;50,897417;0,074574
422500;BN24 5PX;50,814176;0,299528
367500;BN2 1FG;50,816265;-0,113635
139000;BN16 3RY;50,816251;-0,490895
390000;BN6 9LP;50,944509;-0,173163
345000;BN1 5AQ;50,841448;-0,154536
410000;BN1 5GL;50,857642;-0,160816
185000;BN1 4JJ;50,833017;-0,136946
470000;BN7 1DR;50,879689;-0,009233
460000;BN44 3JH;50,883758;-0,305778
445000;BN15 0NL;50,838779;-0,323528
420000;BN14 9JG;50,835576;-0,369131
790000;BN16 1QT;50,805337;-0,471817
355000;BN1 7FP;50,846789;-0,124536
280000;BN43 5LR;50,827073;-0,286617
130000;BN15 8DS;50,827947;-0,315794
400000;BN16 3TT;50,821173;-0,514247
490000;BN14 9FF;50,836936;-0,380914
523000;BN25 4EN;50,768736;0,127166
130000;BN11 4RW;50,810416;-0,386132
750000;BN27 3QR;50,863138;0,209734
1350000;BN20 0EB;50,760513;0,204314
112000;BN23 7DE;50,797849;0,311967
134000;BN21 1PQ;50,773326;0,267369
375000;BN14 7DF;50,819013;-0,376909
370000;BN22 0PX;50,80642;0,255714
165000;BN13 2GZ;50,828212;-0,410936
640000;BN7 1JB;50,869719;0,006828
295000;BN23 5SZ;50,791714;0,321994
625000;BN8 5FP;50,896289;0,06464
210000;BN23 7NX;50,803348;0,308577
280000;BN2 4HL;50,847655;-0,116574
305000;BN22 9QE;50,798472;0,27571
295000;BN24 5PU;50,816879;0,282326
186000;BN27 2ND;50,859791;0,269358
320000;BN1 6YP;50,852406;-0,155026
295000;BN1 8DQ;50,860316;-0,135531
475000;BN24 5BE;50,827689;0,297494
295000;BN22 8SS;50,783666;0,29552
225000;BN22 9EA;50,799663;0,286568
274000;BN21 1RL;50,775811;0,257957
250000;BN2 3AU;50,832566;-0,125091
335000;BN27 3AG;50,871606;0,249038
322000;BN14 7HE;50,820135;-0,380757
299995;BN24 5GA;50,815372;0,302072
750000;BN3 3PH;50,833791;-0,167661
325000;BN22 0LW;50,807656;0,264119
410000;BN16 3FJ;50,813498;-0,489384
248000;BN13 2QL;50,829197;-0,413316
170000;BN18 0DB;50,822888;-0,581972
525000;BN3 7LW;50,840733;-0,190669
500000;BN3 7AB;50,836447;-0,178763
336000;BN2 4RD;50,845829;-0,107101
282000;BN24 5FZ;50,814984;0,301201
960000;BN2 1PG;50,819758;-0,13002
206000;BN23 8EQ;50,810733;0,292148
215000;BN27 4LY;50,888795;0,316994
266000;BN3 6GD;50,834773;-0,163206
113000;BN20 8UH;50,78458;0,250009
400000;BN25 2SY;50,787449;0,080003
450000;BN25 3EA;50,779492;0,111638
298000;BN1 6WT;50,847304;-0,153139
415000;BN27 3XG;50,867319;0,246529
285000;BN26 5HW;50,819751;0,235272
240000;BN2 9AF;50,829814;-0,116128
360000;BN16 4PT;50,821107;-0,47558
112500;BN27 4BX;50,888842;0,263262
280000;BN1 1UR;50,825106;-0,139987
205000;BN1 4NT;50,834531;-0,134883
335000;BN17 6QN;50,806672;-0,525919
128000;BN21 2AH;50,77173;0,279078
148000;BN11 1HJ;50,815227;-0,372566
230000;BN16 3LY;50,816205;-0,50901
275000;BN15 0LD;50,835872;-0,333446
613000;BN11 1PB;50,812636;-0,365374
475000;BN12 4LL;50,811851;-0,414756
235000;BN26 5BJ;50,820393;0,253562
7203000;BN2 1FA;50,816651;-0,116359
255000;BN23 7PS;50,803732;0,315522
22000;BN1 6RR;50,8484;-0,151676
700000;BN3 5SA;50,83364;-0,200118
297500;BN14 9HB;50,833187;-0,368703
210000;BN9 9SA;50,794711;0,045205
245000;BN15 0LJ;50,83949;-0,335547
405000;BN7 1NG;50,87822;-0,011741
348000;BN42 4RL;50,841793;-0,239376
467500;BN12 4LJ;50,810894;-0,415143
240000;BN8 4QE;50,937739;-0,031365
311000;BN10 7SQ;50,8041;-0,002031
440000;BN43 6GH;50,838517;-0,257196
220000;BN23 7AZ;50,795184;0,3171
272950;BN17 7TJ;50,828646;-0,533396
645000;BN3 4LR;50,828407;-0,196144
570000;BN18 0JX;50,81007;-0,621478
301000;BN20 8BG;50,771861;0,264489
230000;BN22 8SZ;50,785111;0,290185
250000;BN13 2SD;50,829353;-0,415512
760000;BN20 7UX;50,762656;0,271646
259500;BN22 8TW;50,7848;0,28956
400000;BN23 5PA;50,799793;0,33179
250000;BN22 0QX;50,807093;0,251587
717000;BN20 7QN;50,757016;0,266637
290000;BN24 5HW;50,818508;0,322146
307500;BN10 8UG;50,788648;0,018437
180000;BN22 7FE;50,783437;0,311242
2343375;BN41 1ET;50,829319;-0,209614
118000;BN21 1HF;50,77171;0,270907
181500;BN16 2SJ;50,803905;-0,512694
435000;BN22 0BY;50,799342;0,262923
350000;BN20 9SL;50,807512;0,238946
280000;BN25 3NG;50,776193;0,111291
410000;BN2 6RF;50,832085;-0,065295
380000;BN22 0EL;50,799436;0,259464
294000;BN21 2RP;50,780252;0,267292
360000;BN2 8HQ;50,811515;-0,027067
247000;BN27 1JH;50,874424;0,260062
485000;BN1 4AN;50,826414;-0,139097
264000;BN15 9EQ;50,832542;-0,31445
795000;BN3 5QG;50,832146;-0,185562
785000;BN1 2BN;50,824027;-0,156415
245000;BN10 8QA;50,787926;0,016703
175000;BN3 2NE;50,82658;-0,169477
207500;BN41 2AD;50,840042;-0,218236
710000;BN8 6DA;50,887126;0,10608
282000;BN1 5ND;50,843711;-0,156832
325000;BN2 4DN;50,840697;-0,115618
345000;BN42 4RS;50,843257;-0,236864
625000;BN3 1JG;50,825357;-0,161488
505000;BN2 0HN;50,826878;-0,123715
515000;BN8 4FA;50,977154;0,016085
857000;BN1 6WL;50,850641;-0,149214
260000;BN26 6PY;50,825822;0,244181
229000;BN21 1DD;50,767745;0,277991
285000;BN22 7HB;50,776858;0,301896
565000;BN3 5BE;50,83404;-0,180092
271000;BN22 8AN;50,77219;0,294135
225000;BN24 5NB;50,816265;0,325725
898000;BN3 6EP;50,833569;-0,154732
137500;BN14 7BF;50,826557;-0,374997
373000;BN11 5NU;50,807971;-0,397358
450000;BN18 9EE;50,851386;-0,564899
485000;BN16 4PL;50,826733;-0,474629
995000;BN18 9NH;50,909258;-0,535369
210000;BN24 6SH;50,820633;0,365655
415000;BN23 5RH;50,789193;0,322111
282000;BN8 5NS;50,899298;0,075256
260000;BN11 4EJ;50,817152;-0,380891
450000;BN2 7BU;50,816615;-0,069583
290000;BN16 4GL;50,824638;-0,47884
335000;BN2 7FE;50,813481;-0,065511
415000;BN11 4AD;50,814106;-0,377317
850000;BN43 5HB;50,827384;-0,259045
135000;BN12 5AR;50,815022;-0,433117
555000;BN5 9TX;50,931162;-0,280006
225000;BN27 3GJ;50,875793;0,239928
172500;BN3 2TA;50,825705;-0,178514
249000;BN25 3JU;50,78144;0,125969
310000;BN2 4FG;50,84274;-0,106829
530000;BN2 5JP;50,819082;-0,109305
310000;BN2 4LG;50,843943;-0,09401
325000;BN7 1YJ;50,873533;0,009622
276000;BN41 2WQ;50,853557;-0,231673
377500;BN25 3RT;50,777943;0,123909
850000;BN44 3LG;50,892155;-0,330514
259950;BN25 2DY;50,774828;0,096209
635000;BN3 5SN;50,834163;-0,201944
273000;BN15 9JY;50,829429;-0,327512
14000;BN44 3RZ;50,89119;-0,330335
294700;BN12 6AQ;50,822746;-0,425021
375000;BN44 3PT;50,88023;-0,325481
430000;BN21 1SU;50,778987;0,258819
614000;BN1 8NR;50,863158;-0,137762
354000;BN8 5LH;50,893753;0,06541
225000;BN17 7HR;50,815836;-0,550345
320000;BN8 5BT;50,916498;0,037223
525000;BN2 8AL;50,807853;-0,047319
265000;BN18 0JA;50,818604;-0,604759
209000;BN12 4BJ;50,811436;-0,406721
255000;BN27 1JQ;50,873673;0,263082
320000;BN1 9EA;50,866063;-0,115108
425000;BN20 0AB;50,743704;0,200491
250000;BN6 8BE;50,924262;-0,134555
172750;BN15 8JD;50,823299;-0,312156
275000;BN27 4DB;50,889907;0,267224
319950;BN10 8AG;50,805918;0,005981
520000;BN7 1DA;50,877277;-0,000708
220000;BN10 7ED;50,802968;-0,00838
240000;BN9 9NJ;50,792216;0,043365
250000;BN2 8LW;50,800939;-0,039405
775000;BN3 2FD;50,824445;-0,165798
195000;BN23 5TA;50,789203;0,324765
299950;BN25 3SB;50,780435;0,123852
365000;BN24 5GT;50,817729;0,303409
365000;BN42 4QN;50,841369;-0,229762
250000;BN25 3SN;50,776848;0,126229
250000;BN1 5NQ;50,840304;-0,153501
280000;BN16 3SD;50,81578;-0,492632
412000;BN42 4QU;50,844109;-0,230752
350000;BN14 7HS;50,82249;-0,386539
180000;BN23 5TL;50,787347;0,32717
279000;BN10 7QJ;50,799024;-0,000743
650000;BN43 5NH;50,840671;-0,284798
320000;BN10 8NB;50,789422;0,005047
905000;BN8 6QS;50,927798;0,187864
402500;BN12 4XB;50,813083;-0,428724
400000;BN17 6SN;50,817098;-0,518351
355000;BN3 8LT;50,845272;-0,199798
242000;BN24 6AL;50,813069;0,353646
435000;BN25 2RF;50,7796;0,084889
570000;BN20 9AE;50,790331;0,254953
440000;BN44 3TH;50,879432;-0,295814
227500;BN16 3JD;50,815343;-0,495807
751000;BN3 5TA;50,834196;-0,205266
300000;BN25 3RE;50,775662;0,123225
435000;BN25 4QB;50,774697;0,115408
270000;BN16 1DB;50,810033;-0,473963
540000;BN12 5PG;50,804153;-0,446168
220000;BN24 5PY;50,813486;0,297791
242500;BN44 3EZ;50,886979;-0,325765
272000;BN26 6LY;50,821687;0,261305
348000;BN15 0ND;50,841034;-0,333404
760000;BN2 7GF;50,802506;-0,050253
165000;BN20 7XW;50,752425;0,264047
480000;BN13 2FA;50,82895;-0,410814
1000;BN41 1PH;50,830989;-0,218396
985000;BN7 3NP;50,857081;-0,01517
406000;BN2 0TG;50,82245;-0,125184
175000;BN21 3XL;50,774902;0,286594
500000;BN13 3RL;50,828979;-0,42775
270000;BN41 2GZ;50,848486;-0,211678
410000;BN9 9TY;50,784613;0,032209
190000;BN13 2SH;50,830423;-0,415447
247000;BN18 0FZ;50,818265;-0,602001
270000;BN41 2WB;50,849791;-0,227653
316950;BN17 7TG;50,828886;-0,532452
668000;BN3 5QP;50,832323;-0,185967
260000;BN22 8SY;50,783626;0,289318
272500;BN21 2TL;50,786463;0,262882
254000;BN15 9ST;50,83109;-0,334837
331000;BN27 2FH;50,857234;0,272943
355950;BN10 7PE;50,793047;-0,004971
284000;BN3 3DH;50,828793;-0,171833
155000;BN27 2NY;50,862363;0,266584
430000;BN6 8PU;50,929356;-0,145565
245000;BN11 2SU;50,815636;-0,349796
212500;BN7 2NU;50,875206;0,01248
146000;BN3 3RU;50,834247;-0,17152
560000;BN8 4PG;50,974532;0,012896
415000;BN2 9QJ;50,825885;-0,131848
775000;BN2 8EF;50,800286;-0,033741
635000;BN1 4EL;50,827645;-0,13848
239950;BN27 2FP;50,85699;0,270686
350000;BN27 2FL;50,85681;0,273021
500000;BN16 4QA;50,821823;-0,473242
449995;BN6 9ZU;50,926494;-0,153051
322000;BN13 3WX;50,83683;-0,422874
370000;BN26 6FB;50,821932;0,266769
193000;BN17 7NW;50,82097;-0,548057
1125000;BN1 3HE;50,826839;-0,147145
315000;BN15 0AW;50,835044;-0,356823
190000;BN16 2ND;50,803086;-0,515459
515000;BN3 7EJ;50,837978;-0,185208
337750;BN14 0TR;50,86901;-0,408668
295000;BN17 7TJ;50,828646;-0,533396
540000;BN6 9DX;50,926713;-0,223992
240000;BN17 6SA;50,816845;-0,523981
265000;BN26 6DR;50,821944;0,240048
380000;BN17 7GH;50,827003;-0,534357
243500;BN18 0JR;50,813737;-0,611392
485000;BN2 9UY;50,826909;-0,127874
385000;BN2 3RG;50,836264;-0,133053
260000;BN17 6PT;50,806779;-0,523006
278000;BN17 6GT;50,821462;-0,534895
311000;BN2 6SL;50,837192;-0,063607
282000;BN18 0FW;50,819407;-0,602776
565000;BN2 8SL;50,802695;-0,038962
270000;BN12 6HU;50,822409;-0,422718
390000;BN1 8RJ;50,867182;-0,136295
290000;BN22 7PY;50,782363;0,308678
342500;BN3 1RW;50,830726;-0,15865
785000;BN27 4ES;50,887341;0,252284
276000;BN1 6AJ;50,836051;-0,144835
495000;BN2 8AG;50,80542;-0,045434
290000;BN24 5PD;50,815144;0,296495
155000;BN22 8PT;50,782355;0,299301
353826;BN1 7HN;50,846784;-0,132903
1000000;BN3 1TE;50,829935;-0,151794
293000;BN2 6RD;50,830959;-0,066279
374000;BN7 2BL;50,88154;0,02016
430000;BN27 2RB;50,864707;0,267891
415000;BN27 3NP;50,854644;0,246687
367000;BN15 0QH;50,840829;-0,316012
900000;BN14 0RZ;50,866566;-0,40291
387500;BN17 6NF;50,808204;-0,527645
210000;BN17 6RW;50,816302;-0,520108
110000;BN11 4BZ;50,811729;-0,378408
450000;BN6 8JW;50,924505;-0,149856
965000;BN3 6UG;50,847118;-0,166415
256500;BN24 5HP;50,819308;0,319714
353000;BN16 4PX;50,820852;-0,473955
532500;BN20 0JT;50,764296;0,211611
490000;BN12 4XF;50,809811;-0,430154
297500;BN15 9NF;50,831078;-0,32521
163500;BN11 1DH;50,815272;-0,369327
212600;BN13 1RJ;50,818903;-0,395777
380000;BN21 1RX;50,776646;0,258947
445000;BN12 5BL;50,812193;-0,442168
465000;BN6 9AY;50,930615;-0,167773
325000;BN41 2RL;50,852476;-0,233959
249000;BN17 6RY;50,815013;-0,522704
160000;BN23 6EQ;50,784504;0,323623
350000;BN13 1FN;50,818462;-0,405463
367000;BN13 3GJ;50,837026;-0,424117
125000;BN2 1EL;50,817038;-0,117479
435000;BN12 5BJ;50,813192;-0,440829
685000;BN12 4XD;50,806374;-0,429361
600000;BN23 5PT;50,796794;0,332861
210000;BN23 8EL;50,812213;0,290957
235000;BN17 6GU;50,822558;-0,530559
190000;BN2 8AX;50,802039;-0,036364
300000;BN2 6WN;50,826515;-0,061905
592000;BN3 6WW;50,850983;-0,17662
510000;BN7 1LP;50,867973;0,004266
555000;BN6 9RP;50,934345;-0,179666
330000;BN15 9UE;50,824479;-0,341746
525000;BN25 4HQ;50,769181;0,120534
4700000;BN1 9HU;50,84905;-0,116447
650000;BN20 7UF;50,757399;0,260317
450000;BN20 9JA;50,800978;0,252045
230000;BN14 7HX;50,821791;-0,381523
450000;BN25 2RG;50,778847;0,086288
315000;BN6 8QX;50,921652;-0,131088
190000;BN11 2BN;50,813689;-0,358438
345000;BN23 6EP;50,785258;0,32281
792500;BN12 5PP;50,803315;-0,444053
340000;BN21 2SG;50,783477;0,267051
645000;BN8 5HG;50,888524;0,053861
475000;BN18 9ER;50,848932;-0,570884
480000;BN12 5HQ;50,804365;-0,445196
765000;BN17 7EH;50,815801;-0,555471
432500;BN2 9UW;50,826685;-0,127343
310000;BN9 0QT;50,805309;0,055234
366500;BN15 8EN;50,824953;-0,32019
280000;BN41 2JB;50,848749;-0,21772
295000;BN11 1HY;50,815806;-0,373426
237000;BN21 1QP;50,77289;0,260156
300000;BN16 2QT;50,804169;-0,518632
367500;BN27 3YF;50,871492;0,245379
240000;BN1 8FA;50,859977;-0,128937
400000;BN17 7AD;50,824289;-0,5598
223000;BN27 3JR;50,858338;0,254538
320000;BN20 9QG;50,811285;0,245259
